Age,Nationality,Potential,Club,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
3,20,3,577,2,4,1,3.0,3.0,4.0,1,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,4,3,4,5,5,5,4,4,4,4,4,4,4,4,2,4,4,4,4,2,2,1,1,1,1,1,1
3,20,3,531,2,4,1,2.0,3.0,4.0,8,2,11,2,2,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,3,3,3,4,4,4,3,4,5,5,3,4,4,5,5,5,5,4,5,5,4,4,4,5,3,3,4,4,4,4,2,3,2,1,1,1,1,1
3,117,3,633,2,2,1,1.0,3.0,2.0,8,5,17,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,5,4,2,3,2,2,3,3,3,4,3,4,3,4,4,4,5,2,5,4,2,3,3,4,5,5,4,1,1,1,1,1
3,6,3,55,2,4,1,3.0,4.0,4.0,2,5,12,2,2,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,3,3,3,3,3,5,4,2,5,4,5,4,4,4,5,5,5,5,5,5,4,4,4,3,4,3,2,5,5,4,5,3,2,2,1,1,1,1,1
2,59,3,134,2,3,1,2.0,3.0,2.0,6,2,1,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,2,4,4,2,3,2,3,4,4,4,4,3,5,3,4,4,3,5,3,5,4,2,3,2,4,5,5,5,1,1,1,1,1
4,137,3,495,2,4,1,2.0,3.0,4.0,7,5,21,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,4,2,5,4,5,5,5,5,5,4,4,4,4,4,5,2,4,4,4,3,3,4,5,4,4,3,3,2,1,1,1,1,1
4,20,4,61,2,5,0,3.0,3.0,3.0,2,2,6,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,5,5,3,4,4,3,4,4,4,4,5,4,4,4,5,4,4,4,5,4,3,5,5,4,4,4,5,4,5,5,1,1,1,1,1
2,78,4,169,2,4,1,2.0,3.0,5.0,1,2,12,3,2,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,3,3,3,3,3,3,3,3,3,3,5,4,3,4,4,5,3,3,4,5,5,5,5,4,5,4,3,4,4,4,4,2,4,4,4,5,2,2,2,1,1,1,1,1
2,158,3,58,2,3,1,1.0,4.0,3.0,2,5,12,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,3,3,4,5,5,5,4,5,4,5,4,4,4,4,1,5,3,4,4,1,1,1,1,1,1,1,1
1,121,4,640,2,4,1,2.0,4.0,4.0,0,2,13,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,5,4,3,4,5,5,4,5,4,5,4,4,5,4,4,4,3,5,4,4,5,3,3,2,1,1,1,1,1
4,104,4,326,2,3,1,3.0,3.0,2.0,6,5,1,4,5,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,5,5,5,4,3,3,5,4,3,4,2,2,4,4,4,4,3,5,3,4,5,4,5,2,5,5,2,3,3,5,5,5,5,1,1,1,1,1
2,100,3,232,2,4,1,3.0,5.0,5.0,7,5,21,2,2,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,4,4,4,5,5,4,4,5,5,4,5,5,5,4,4,4,2,4,3,3,4,4,4,5,3,2,2,1,1,1,1,1
2,60,4,61,2,4,1,1.0,3.0,3.0,0,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,3,4,4,3,4,5,4,4,4,4,3,4,5,5,5,4,4,4,3,4,3,4,4,5,4,1,1,1,1,1
2,117,4,469,2,3,1,1.0,4.0,4.0,2,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,2,2,5,4,4,4,3,1,1,1,1,1,1,1
3,134,3,456,2,4,1,2.0,4.0,3.0,0,2,8,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,5,4,4,4,5,5,4,5,5,4,4,4,5,3,4,4,4,4,5,4,5,4,4,3,1,1,1,1,1
3,131,3,504,2,4,1,2.0,3.0,2.0,3,5,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4,4,3,3,3,4,3,4,4,5,4,4,5,5,3,4,3,4,5,5,4,1,1,1,1,1
1,156,4,457,2,3,1,1.0,3.0,3.0,5,8,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,2,5,3,4,4,2,1,2,1,1,1,1,1
3,13,3,86,2,5,1,3.0,4.0,4.0,8,2,8,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,5,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,3,4,4,5,5,4,5,4,4,4,5,5,4,4,5,1,1,1,1,1
3,137,4,470,2,3,1,2.0,4.0,2.0,6,5,1,3,3,3,3,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,2,3,3,2,4,4,4,4,3,4,4,3,5,4,4,2,4,5,2,3,3,4,4,5,5,1,1,1,1,1
2,55,4,61,2,4,0,1.0,3.0,3.0,6,5,6,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,3,5,4,2,4,3,2,4,4,4,5,4,4,4,4,5,5,4,3,5,5,3,4,2,4,4,5,5,1,1,1,1,1
4,31,3,619,2,3,1,3.0,2.0,3.0,7,5,12,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,2,5,4,4,4,2,1,1,1,1,1,1,1
2,42,4,470,2,4,1,1.0,4.0,3.0,2,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,4,4,4,3,4,5,5,4,5,4,5,5,5,4,5,5,3,4,4,4,4,3,2,2,1,1,1,1,1
3,131,3,26,2,4,0,3.0,2.0,4.0,7,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,4,4,5,4,5,5,4,4,5,4,4,5,4,4,4,4,4,4,4,3,2,4,5,4,5,3,2,2,1,1,1,1,1
2,77,4,382,2,2,1,2.0,3.0,2.0,6,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,5,4,3,4,1,2,3,4,4,4,3,4,3,2,4,4,4,1,4,5,2,2,2,4,5,5,4,1,1,1,1,1
2,20,3,206,2,3,1,2.0,4.0,4.0,2,2,11,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,5,4,4,4,5,5,5,5,4,5,4,4,4,2,4,3,3,4,4,3,4,2,2,2,1,1,1,1,1
3,80,3,86,2,4,1,3.0,4.0,4.0,2,2,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,5,4,5,4,4,4,5,4,3,5,5,5,3,4,5,2,3,2,3,4,4,4,5,3,3,3,1,1,1,1,1
3,121,4,232,2,4,1,3.0,3.0,3.0,6,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,5,4,3,4,4,5,3,4,3,3,4,4,4,4,3,4,3,4,4,5,5,4,5,5,4,4,3,5,5,5,4,1,1,1,1,1
2,137,4,605,2,4,0,2.0,3.0,3.0,2,2,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,5,3,4,4,3,4,5,5,5,4,5,5,4,3,5,4,3,4,4,4,4,3,4,4,4,4,1,1,1,1,1
2,9,3,456,2,4,1,2.0,4.0,3.0,0,5,11,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4,4,5,4,5,4,5,4,5,4,3,5,4,4,4,3,3,3,1,1,1,1,1
2,121,4,206,2,4,1,3.0,4.0,4.0,8,5,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,4,3,4,5,4,5,4,4,5,3,4,4,4,4,1,1,1,1,1
2,20,4,212,2,4,0,2.0,4.0,4.0,0,5,0,3,2,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,5,3,4,4,5,4,4,4,4,4,1,1,1,1,1
2,41,4,134,2,2,1,2.0,3.0,2.0,5,2,7,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,4,2,2,4,4,4,4,4,4,4,2,4,4,4,1,4,5,2,4,2,4,4,5,5,1,1,1,1,1
4,121,3,77,2,4,1,3.0,4.0,5.0,1,5,21,3,2,4,4,4,5,4,4,4,5,5,5,5,5,4,4,4,5,3,3,3,3,3,3,3,3,3,3,5,4,3,4,4,5,5,4,4,5,5,5,5,4,5,4,4,4,3,4,4,2,4,5,4,4,2,1,1,1,1,1,1,1
4,55,3,419,2,4,1,3.0,4.0,4.0,1,5,0,3,3,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,3,3,3,3,3,5,4,3,5,4,5,5,5,4,5,4,4,4,4,4,4,3,4,4,5,3,2,4,5,4,5,2,2,2,1,1,1,1,1
3,137,3,469,2,4,1,3.0,3.0,3.0,2,2,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,4,3,4,4,3,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,4,3,4,4,5,4,1,1,1,1,1
4,77,4,326,2,3,0,4.0,3.0,2.0,6,5,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,4,3,2,5,3,3,3,3,2,3,3,4,4,3,5,3,4,5,4,5,3,5,5,2,3,3,5,5,5,5,1,1,1,1,1
3,77,3,412,2,3,1,4.0,4.0,4.0,7,5,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,5,4,4,4,5,4,5,4,4,3,5,4,4,5,4,4,2,4,4,5,5,1,2,1,1,1,1,1,1
3,107,3,552,2,3,1,3.0,3.0,2.0,8,2,25,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,5,5,4,5,4,4,2,2,4,3,3,2,5,2,5,3,5,5,4,4,2,5,4,5,5,2,3,2,1,1,1,1,1
4,77,3,315,2,4,1,3.0,4.0,4.0,8,5,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,5,4,4,4,5,4,4,4,4,4,5,2,5,4,5,4,4,4,4,5,4,4,4,3,1,1,1,1,1
3,59,4,86,2,4,1,4.0,4.0,4.0,8,5,4,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,5,4,5,5,4,4,5,5,5,4,3,4,4,4,3,4,5,5,4,5,4,3,3,1,1,1,1,1
2,121,3,504,2,3,1,2.0,4.0,4.0,2,2,23,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,5,4,3,4,5,5,5,5,4,5,4,3,4,2,4,3,3,4,4,3,4,2,2,2,1,1,1,1,1
1,137,4,473,2,3,0,1.0,3.0,3.0,2,2,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,5,4,3,4,4,5,4,4,4,5,4,4,4,5,4,4,3,4,3,4,2,2,4,4,3,4,3,2,2,1,1,1,1,1
3,137,3,619,2,3,0,2.0,2.0,2.0,8,5,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,5,5,5,4,3,2,4,4,2,3,4,3,4,4,3,3,3,4,3,3,4,4,5,2,5,5,2,3,3,4,5,5,5,1,1,1,1,1
1,104,4,234,2,3,1,2.0,4.0,5.0,2,2,8,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,5,4,3,4,5,5,4,5,4,5,4,3,4,2,4,3,2,4,4,3,4,3,3,2,1,1,1,1,1
2,100,4,428,2,4,1,3.0,4.0,4.0,2,2,12,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,5,4,4,4,4,5,5,5,4,4,4,4,4,3,4,4,3,4,4,4,4,3,2,2,1,1,1,1,1
3,59,3,72,2,4,1,3.0,3.0,2.0,0,2,16,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,5,4,4,3,4,4,3,4,3,3,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,3,5,5,5,5,1,1,1,1,1
2,55,3,87,2,4,1,2.0,3.0,4.0,2,8,13,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,5,4,4,5,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,2,5,4,4,4,2,2,2,1,1,1,1,1
4,55,3,134,2,3,0,3.0,3.0,3.0,8,5,25,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,5,5,4,5,4,4,4,3,5,3,3,3,5,3,5,5,4,5,4,4,3,5,4,5,4,2,2,1,1,1,1,1,1
3,102,4,61,2,2,1,2.0,3.0,2.0,6,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,5,5,5,4,2,2,5,4,2,3,2,2,4,4,3,4,4,5,3,3,5,3,4,2,5,5,2,3,2,4,5,5,5,1,1,1,1,1
2,137,4,61,2,4,1,1.0,3.0,4.0,6,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,4,4,4,4,1,1,1,1,1
3,72,3,206,2,4,1,3.0,5.0,3.0,0,5,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,5,4,4,5,5,4,5,3,3,4,4,4,5,4,5,4,5,3,3,4,5,4,5,3,3,3,1,1,1,1,1
2,55,4,630,2,4,1,2.0,3.0,3.0,2,2,19,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,4,4,4,4,3,4,4,5,4,5,5,4,4,5,4,4,3,4,4,5,4,1,1,1,1,1
3,130,3,234,2,3,1,2.0,3.0,3.0,6,2,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,3,2,5,4,2,4,2,3,4,4,4,4,3,4,2,4,3,4,5,3,5,5,3,4,3,4,4,5,4,1,1,1,1,1
3,6,3,583,2,4,0,2.0,2.0,4.0,0,2,21,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,5,4,5,5,4,4,5,4,4,4,4,4,5,4,4,4,5,5,3,4,5,4,4,3,3,3,1,1,1,1,1
3,59,3,574,2,4,1,2.0,3.0,2.0,2,5,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,5,4,4,5,3,4,3,4,3,4,5,3,5,5,3,4,3,4,5,4,4,1,1,1,1,1
2,114,4,544,2,4,1,1.0,4.0,4.0,2,5,11,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,5,4,4,4,4,4,4,5,4,5,4,5,4,5,5,4,4,3,2,4,4,4,4,2,2,3,1,1,1,1,1
3,6,3,504,2,5,1,2.0,4.0,4.0,2,8,23,2,3,4,4,4,5,5,5,5,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,5,4,4,4,5,5,4,4,4,3,5,4,4,5,3,3,3,1,1,1,1,1
1,155,4,86,2,3,1,3.0,4.0,4.0,8,2,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,5,4,3,3,5,5,5,5,4,5,4,5,4,3,3,3,2,4,4,4,4,2,2,3,1,1,1,1,1
2,121,3,315,2,4,1,3.0,4.0,4.0,8,5,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,3,4,4,5,4,5,3,4,4,1,1,1,1,1
2,46,4,374,2,3,1,2.0,4.0,3.0,2,2,17,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,2,5,5,2,4,3,2,4,4,4,4,4,5,3,3,4,4,4,2,4,5,3,4,3,4,5,5,5,1,1,1,1,1
1,77,4,382,2,3,1,1.0,3.0,3.0,2,5,22,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,3,1,4,3,4,4,2,1,1,1,1,1,1,1
4,77,3,582,2,4,1,2.0,4.0,4.0,2,5,3,1,1,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,5,5,5,4,5,5,4,5,4,5,4,2,4,3,5,4,2,5,5,4,5,2,2,2,1,1,1,1,1
2,151,3,382,2,4,1,3.0,4.0,4.0,8,5,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,5,4,3,5,4,5,5,5,4,5,4,4,4,4,4,5,3,4,3,5,3,4,4,4,4,4,4,3,3,1,1,1,1,1
2,121,4,61,2,4,1,3.0,3.0,5.0,2,2,21,2,3,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,3,3,3,4,5,4,3,4,4,5,5,3,3,5,5,5,5,5,5,4,4,5,3,4,3,3,5,4,4,5,3,3,2,1,1,1,1,1
1,20,4,206,2,4,1,1.0,5.0,4.0,0,5,25,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4,5,4,4,3,4,5,5,4,4,4,4,4,4,4,4,5,2,4,4,4,4,3,3,2,1,1,1,1,1
2,121,4,17,2,3,0,2.0,3.0,4.0,2,8,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,4,3,5,4,4,4,5,5,4,5,4,5,4,3,4,3,4,2,2,4,4,4,4,2,2,2,1,1,1,1,1
4,20,4,315,2,3,1,3.0,3.0,2.0,6,2,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,3,3,4,4,3,4,2,2,4,4,4,4,4,5,3,4,5,4,4,3,5,5,3,3,3,5,5,5,5,1,1,1,1,1
3,46,3,363,2,5,1,2.0,3.0,3.0,6,5,18,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,1,1,1,1,1
2,59,4,86,2,4,1,2.0,4.0,4.0,0,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,3,5,4,3,4,5,4,4,5,4,5,5,4,5,3,4,4,4,4,5,3,3,4,4,3,1,1,1,1,1
3,121,3,504,2,5,1,3.0,4.0,3.0,2,2,8,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,5,4,5,5,5,4,4,5,4,4,4,5,3,4,4,4,5,5,4,5,4,4,3,1,1,1,1,1
2,27,4,605,2,5,0,2.0,2.0,4.0,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,5,4,4,4,4,5,3,4,4,3,4,5,4,4,4,5,4,5,5,5,5,4,5,5,4,4,3,5,4,5,5,1,1,1,1,1
3,159,3,52,2,4,1,3.0,3.0,3.0,0,2,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,4,4,5,4,4,4,5,4,5,4,5,4,4,4,4,5,4,4,5,4,4,4,1,1,1,1,1
4,55,4,326,2,5,0,3.0,2.0,2.0,0,2,11,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,3,4,4,4,4,5,5,4,4,5,5,4,4,5,5,4,4,3,5,5,5,5,1,1,1,1,1
2,159,3,583,2,4,0,2.0,3.0,3.0,0,2,6,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,3,4,4,5,5,1,1,1,1,1
3,59,3,87,2,3,1,2.0,3.0,3.0,0,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,4,5,3,3,4,5,3,3,3,5,4,2,4,5,4,4,3,4,4,4,4,1,1,1,1,1
2,137,4,398,2,4,0,1.0,4.0,4.0,8,2,11,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,4,4,4,4,4,4,3,4,4,5,4,4,4,5,4,4,4,4,4,1,1,1,1,1
3,137,3,214,2,4,1,3.0,3.0,2.0,8,5,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,5,4,3,3,5,4,3,3,3,3,4,4,3,3,3,5,3,4,5,4,5,4,5,5,3,4,3,4,5,5,5,1,1,1,1,1
2,137,3,359,2,4,1,1.0,3.0,3.0,8,5,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,5,4,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
3,137,3,530,2,4,0,2.0,4.0,4.0,2,5,18,3,2,4,4,4,5,4,4,4,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,3,3,3,4,5,4,4,5,4,5,5,4,4,5,4,4,4,4,5,4,2,4,3,4,3,3,4,5,4,4,3,3,3,1,1,1,1,1
3,137,3,469,2,4,1,2.0,4.0,3.0,7,2,11,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,5,5,4,4,5,5,5,5,4,4,4,4,4,3,4,3,2,4,4,3,4,3,2,2,1,1,1,1,1
2,121,3,456,2,4,1,2.0,4.0,4.0,2,2,13,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,5,4,4,3,5,5,5,5,4,5,5,4,4,3,4,4,2,4,4,4,4,2,2,2,1,1,1,1,1
2,134,3,195,2,4,1,1.0,3.0,4.0,2,5,11,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4,5,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,2,4,4,4,4,3,2,2,1,1,1,1,1
2,59,3,72,2,4,0,2.0,3.0,3.0,0,8,25,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,4,5,4,4,4,4,4,5,4,4,4,5,5,5,4,5,5,5,4,3,5,5,4,4,2,3,2,1,1,1,1,1
2,137,4,619,2,4,1,1.0,3.0,4.0,0,5,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,3,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,5,3,4,4,4,4,1,1,1,1,1
3,134,3,55,2,4,0,3.0,3.0,4.0,8,2,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,5,4,5,4,5,4,5,4,4,4,4,3,5,2,4,4,5,3,3,4,5,4,4,3,2,2,1,1,1,1,1
3,35,3,315,2,4,1,2.0,3.0,3.0,2,2,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,3,4,4,5,4,4,4,4,4,5,5,4,3,4,4,4,4,3,4,4,5,4,1,1,1,1,1
2,9,3,211,2,3,0,2.0,3.0,4.0,1,5,0,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,5,3,4,4,5,3,2,4,4,4,4,2,2,2,1,1,1,1,1
